datetime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,EE,sss
03.07.2023 03:00,16,737.8,750.9,-0.6,78,"Calm, no wind",0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,12.2,,,,,,
03.07.2023 00:00,15.7,738.4,751.6,0.2,76,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,11.5,,,,,,
02.07.2023 21:00,19.8,738.2,751.2,0.4,56,"Calm, no wind",0,,,no clouds, ,,,,23.9,,,,,,20,10.6,No precipitation,12,,,,
02.07.2023 18:00,23.5,737.8,750.5,0.3,41,Wind blowing from the west-northwest,1,,,40%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,9.6,No precipitation,12,,,,
02.07.2023 15:00,22.4,737.5,750.4,0.2,48,Wind blowing from the west-northwest,1,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,10.9,,,,,,
02.07.2023 12:00,21.5,737.3,750.1,0.3,57,Wind blowing from the west-northwest,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,12.6,,,,,,
02.07.2023 09:00,20.1,737,749.8,0.7,72,Wind blowing from the west,1,,,60%., ,,,16.3,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.9,No precipitation,12,Surface of ground moist.,16,,
02.07.2023 06:00,17,736.3,749.4,0.3,88,Wind blowing from the west,1,,,40%., ,,,16.3,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.9,No precipitation,12,,,,
02.07.2023 03:00,17.1,736,749.1,0.3,85,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20,14.6,,,,,,
02.07.2023 00:00,18.4,735.7,748.6,0.5,79,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,14.6,,,,,,
01.07.2023 21:00,21.7,735.2,748,0.5,61,Wind blowing from the south-west,1,,,"90  or more, but not 100%", ,,,,25.4,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,13.8,No precipitation,12,,,,
01.07.2023 18:00,25.1,734.7,747.4,0.1,45,Wind blowing from the west,1,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.2,No precipitation,12,,,,
01.07.2023 15:00,25,734.6,747.3,0,40,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,10.3,,,,,,
01.07.2023 12:00,22.6,734.6,747.4,0.2,54,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.8,,,,,,
01.07.2023 09:00,18.8,734.4,747.3,0.2,76,Wind blowing from the west-northwest,2,,,60%., ,,,13.3,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.5,0.4,12,Surface of ground moist.,15,,
01.07.2023 06:00,15.7,734.2,747.2,0,94,Wind blowing from the west-northwest,1,,,100%., ,,,13.3,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,14.7,2,12,,,,
01.07.2023 03:00,14.1,734.2,747.4,-0.9,97,"Calm, no wind",0,,,"90  or more, but not 100%",Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,13.6,,,,,,
01.07.2023 00:00,14,735.1,748.3,-0.9,97,"Calm, no wind",0,,,100%.,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,,13.6,,,,,,
30.06.2023 21:00,14.2,736,749.1,0.3,94,"Calm, no wind",0,,,100%.,"Rain shower(s), moderate or heavy. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,19.5,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,4.2,13.3,7,12,,,,
30.06.2023 18:00,16.4,735.7,748.7,0.3,79,"Calm, no wind",0,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,12.7,5,12,,,,
30.06.2023 15:00,17.8,735.4,748.3,-0.4,85,"Calm, no wind",0,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,18,15.3,,,,,,
30.06.2023 12:00,18,735.8,748.8,-0.5,74,Wind blowing from the east-northeast,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,600-1000,,,17,13.2,,,,,,
30.06.2023 09:00,15.3,736.3,749.4,-0.2,90,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.7,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,10,13.6,0.1,12,Surface of ground wet (standing water in small or large pools on surface).,14,,
30.06.2023 06:00,13.9,736.5,749.7,-0.4,93,Wind blowing from the east,1,,,100%.,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.7,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,7,12.8,0.1,12,,,,
30.06.2023 03:00,14,736.9,750.1,-0.6,95,Wind blowing from the south-east,1,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,12,13.2,,,,,,
30.06.2023 00:00,14.5,737.5,750.7,-0.2,94,"Calm, no wind",0,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,11,13.5,,,,,,
29.06.2023 21:00,14.4,737.7,750.8,-0.8,94,"Calm, no wind",0,,,60%.,Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,21.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",17,13.5,6,12,,,,
29.06.2023 18:00,14.9,738.5,751.6,0.1,92,Wind blowing from the north-northeast,1,,,100%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,20,13.6,6,12,,,,
29.06.2023 15:00,19.8,738.4,751.3,-0.7,61,Wind blowing from the east-southeast,2,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,13,12,,,,,,
29.06.2023 12:00,19.5,739.1,752.1,-0.3,60,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,11.6,,,,,,
29.06.2023 09:00,16.1,739.4,752.5,0.6,85,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.7,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,13.5,22,12,Surface of ground wet (standing water in small or large pools on surface).,16,,
29.06.2023 06:00,14.9,738.8,752,-0.8,97,"Calm, no wind",0,,,"90  or more, but not 100%",Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.7,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.5,22,12,,,,
29.06.2023 03:00,14.9,739.6,752.7,-1.4,96,Wind blowing from the north-northeast,1,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,200-300,,,10,14.3,,,,,,
29.06.2023 00:00,15.8,741,754.1,-0.7,91,Wind blowing from the east,1,,,100%.,"Rain shower(s), moderate or heavy. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,3.8,14.3,,,,,,
28.06.2023 21:00,18.5,741.7,754.8,-0.2,67,Wind blowing from the south-east,1,,,100%., ,,,,21.9,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20,12.2,No precipitation,12,,,,
28.06.2023 18:00,20.4,741.9,754.9,-0.4,59,Wind blowing from the east-southeast,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,12.1,No precipitation,12,,,,
28.06.2023 15:00,21.6,742.3,755.3,-0.9,44,Wind blowing from the east-southeast,2,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,8.8,,,,,,
28.06.2023 12:00,21.3,743.2,756.2,-0.8,48,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,9.9,,,,,,
28.06.2023 09:00,18.3,744,757.1,-0.5,66,Wind blowing from the east,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,11.7,Trace of precipitation,12,Surface of ground moist.,15,,
28.06.2023 06:00,14.6,744.5,757.8,0.1,84,"Calm, no wind",0,,,100%.,Shower(s) of rain. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.5,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20,11.9,Trace of precipitation,12,,,,
28.06.2023 03:00,15.9,744.4,757.6,-0.3,70,Wind blowing from the east,1,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,10.3,,,,,,
28.06.2023 00:00,16.1,744.7,757.9,0,69,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,10.4,,,,,,
27.06.2023 21:00,17.5,744.7,757.8,1,66,Wind blowing from the south-southeast,1,,,100%., ,,,,24,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20,11.1,No precipitation,12,,,,
27.06.2023 18:00,22.7,743.7,756.6,-0.5,38,"Calm, no wind",0,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20,7.6,No precipitation,12,,,,
27.06.2023 15:00,23.2,744.2,757.1,-0.7,36,Wind blowing from the east-northeast,2,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20,7.3,,,,,,
27.06.2023 12:00,22.1,744.9,757.9,-0.3,38,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20,6.9,,,,,,
27.06.2023 09:00,22.3,745.2,758.2,-0.4,46,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,15.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,10.1,No precipitation,12,Surface of ground moist.,15,,
27.06.2023 06:00,15.7,745.6,758.8,-0.2,70,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,15.2,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,10.2,Trace of precipitation,12,,,,
27.06.2023 03:00,15.6,745.8,759.1,-0.1,73,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20,10.7,,,,,,
27.06.2023 00:00,17.2,745.9,759.1,0,70,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,11.6,,,,,,
26.06.2023 21:00,19.6,745.9,759,0.2,65,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,25.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,12.7,Trace of precipitation,12,,,,
26.06.2023 18:00,24.5,745.7,758.6,-1,34,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,7.6,No precipitation,12,,,,
26.06.2023 15:00,23.8,746.7,759.6,-0.7,39,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,8.8,,,,,,
26.06.2023 12:00,23,747.4,760.3,-0.4,40,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,8.7,,,,,,
26.06.2023 09:00,22.3,747.8,760.9,-0.3,50,Wind blowing from the east,1,,,70 – 80%., ,,,15.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",20,11.2,No precipitation,12,Surface of ground moist.,16,,
26.06.2023 06:00,16.5,748.1,761.4,0,72,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,15.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",16,11.4,No precipitation,12,,,,
26.06.2023 03:00,15.6,748.1,761.4,0,78,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,11.7,,,,,,
26.06.2023 00:00,16.6,748.1,761.4,0.3,69,"Calm, no wind",0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,10.9,,,,,,
25.06.2023 21:00,18.7,747.8,760.9,0.2,59,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,23.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,10.5,No precipitation,12,,,,
25.06.2023 18:00,22.5,747.6,760.6,-0.6,39,Wind blowing from the south,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,7.7,No precipitation,12,,,,
25.06.2023 15:00,22.9,748.2,761.2,-0.4,36,Wind blowing from the south,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20,7,,,,,,
25.06.2023 12:00,21.6,748.6,761.7,-0.4,42,Wind blowing from the south-east,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,8.2,,,,,,
25.06.2023 09:00,19.3,749,762.1,0,56,Wind blowing from the south,1,,,20–30%., ,,,10.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,10.3,No precipitation,12,Surface of ground moist.,12,,
25.06.2023 06:00,13.5,749,762.4,0.3,98,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,,,,18,13.2,No precipitation,12,,,,
25.06.2023 03:00,11.4,748.7,762.2,0.7,98,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,8,11.1,,,,,,
25.06.2023 00:00,12.8,748,761.4,0.6,96,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",19,12.1,,,,,,
24.06.2023 21:00,16.5,747.4,760.7,0.6,79,"Calm, no wind",0,,,60%., ,,,,19.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.9,No precipitation,12,,,,
24.06.2023 18:00,19.1,746.8,759.9,0.4,68,Wind blowing from the north,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13,No precipitation,12,,,,
24.06.2023 15:00,17.8,746.4,759.5,1.2,74,Wind blowing from the north,3,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,13.1,,,,,,
24.06.2023 12:00,16.4,745.2,758.4,0.9,83,Wind blowing from the north-northwest,2,,,100%., ,,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,13.4,,,,,,
24.06.2023 09:00,15.9,744.3,757.5,0.5,85,Wind blowing from the north-west,2,,,100%., ,,,15.2,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,13.3,0.2,12,Surface of ground wet (standing water in small or large pools on surface).,15,,
24.06.2023 06:00,15.6,743.8,757,0.1,86,Wind blowing from the north-west,2,,,100%., ,,,15.6,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,13.3,2,12,,,,
24.06.2023 03:00,16.3,743.7,756.8,-0.1,98,Wind blowing from the west,1,,,"90  or more, but not 100%",Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16,,,,,,
24.06.2023 00:00,16.8,743.8,756.9,-0.6,98,"Calm, no wind",0,,,60%.,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.7,16.5,,,,,,
23.06.2023 21:00,17.9,744.4,757.6,-0.1,90,"Calm, no wind",0,,,"90  or more, but not 100%","Rain shower(s), moderate or heavy. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,20.1,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.8,16.2,17,12,,,,
23.06.2023 18:00,20,744.5,757.5,0,76,Wind blowing from the east-southeast,1,,,70 – 80%., ,,,,,Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,15.6,16,12,,,,
23.06.2023 15:00,18.3,744.5,757.6,0,89,Wind blowing from the east,1,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,300-600,,,17,16.4,,,,,,
23.06.2023 12:00,16.2,744.5,757.6,-0.2,95,"Calm, no wind",0,,,100%.,"Rain shower(s), moderate or heavy. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,300-600,,,0.9,15.4,,,,,,
23.06.2023 09:00,15.8,744.7,757.9,-0.4,78,Wind blowing from the south-east,1,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,12,0.4,12,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
23.06.2023 06:00,13.1,745.1,758.5,-0.4,84,"Calm, no wind",0,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.9,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,18,10.4,0.4,12,,,,
23.06.2023 03:00,15.1,745.5,758.8,-1,61,Wind blowing from the south-east,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,7.5,,,,,,
